Vendor,PEN,Attribute,Number,OID,Type,EnumeratedValues,CapabilityFamily,Status,Pack,Semantic,Direction,Functionality
Walabi,2004,WB-AUTH-Time-Left,1,,integer,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by WB-AUTH-Time-Left; exact acceptance semantics require the vendor specification."
Walabi,2004,WB-Auth-Accum-BW,2,,integer,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by WB-Auth-Accum-BW; exact acceptance semantics require the vendor specification."
Walabi,2004,WB-Auth-BW-Quota,3,,integer,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by WB-Auth-BW-Quota; exact acceptance semantics require the vendor specification."
Walabi,2004,WB-Auth-BW-Count,4,,integer,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by WB-Auth-BW-Count; exact acceptance semantics require the vendor specification."
Walabi,2004,WB-Auth-Upload-Limit,5,,integer,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by WB-Auth-Upload-Limit; exact acceptance semantics require the vendor specification."
Walabi,2004,WB-Auth-Download-Limit,6,,integer,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by WB-Auth-Download-Limit; exact acceptance semantics require the vendor specification."
Walabi,2004,WB-Auth-Login-Time,7,,integer,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by WB-Auth-Login-Time; exact acceptance semantics require the vendor specification."
Walabi,2004,WB-Auth-Logout-Time,8,,integer,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by WB-Auth-Logout-Time; exact acceptance semantics require the vendor specification."
Walabi,2004,WB-Auth-Time-Diff,9,,integer,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by WB-Auth-Time-Diff; exact acceptance semantics require the vendor specification."
Walabi,2004,WB-Auth-BW-Usage,10,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by WB-Auth-BW-Usage."
Waverider,2979,Waverider-Grade-Of-Service,1,,integer,4,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Waverider-Grade-Of-Service."
Waverider,2979,Waverider-Priority-Enabled,2,,integer,2,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by Waverider-Priority-Enabled."
Waverider,2979,Waverider-Authentication-Key,3,,string,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by Waverider-Authentication-Key; exact acceptance semantics require the vendor specification."
Waverider,2979,Waverider-Current-Password,5,,string,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by Waverider-Current-Password; exact acceptance semantics require the vendor specification."
Waverider,2979,Waverider-New-Password,6,,string,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by Waverider-New-Password; exact acceptance semantics require the vendor specification."
Waverider,2979,Waverider-Radio-Frequency,7,,integer,9,802.1X/enterprise Wi-Fi,missing,,,,"Vendor WLAN, AP, radio, SSID, or 802.1X context carried by Waverider-Radio-Frequency."
Waverider,2979,Waverider-SNMP-Read-Community,8,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Waverider-SNMP-Read-Community; the dictionary supplies wire metadata, not a complete behavioral specification."
Waverider,2979,Waverider-SNMP-Write-Community,9,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Waverider-SNMP-Write-Community; the dictionary supplies wire metadata, not a complete behavioral specification."
Waverider,2979,Waverider-SNMP-Trap-Server,10,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Waverider-SNMP-Trap-Server; the dictionary supplies wire metadata, not a complete behavioral specification."
Waverider,2979,Waverider-SNMP-Contact,11,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Waverider-SNMP-Contact; the dictionary supplies wire metadata, not a complete behavioral specification."
Waverider,2979,Waverider-SNMP-Location,12,,string,,Tenant/location,missing,,,,"Vendor tenant, realm, site, domain, or location context carried by Waverider-SNMP-Location."
Waverider,2979,Waverider-SNMP-Name,13,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Waverider-SNMP-Name; the dictionary supplies wire metadata, not a complete behavioral specification."
Waverider,2979,Waverider-Max-Customers,14,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Waverider-Max-Customers; the dictionary supplies wire metadata, not a complete behavioral specification."
Waverider,2979,Waverider-Rf-Power,15,,integer,12,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Waverider-Rf-Power; the dictionary supplies wire metadata, not a complete behavioral specification."
Wichorus,27030,Wichorus-Policy-Name,1,,string,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Wichorus-Policy-Name."
Wichorus,27030,Wichorus-User-Privilege,2,,string,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Wichorus-User-Privilege."
WiFi-Alliance,40808,HS20-Subscription-Remediation-Needed,1,,octets,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by HS20-Subscription-Remediation-Needed; the dictionary supplies wire metadata, not a complete behavioral specification."
WiFi-Alliance,40808,HS20-AP-Version,2,,byte,,802.1X/enterprise Wi-Fi,missing,,,,"Vendor WLAN, AP, radio, SSID, or 802.1X context carried by HS20-AP-Version."
WiFi-Alliance,40808,HS20-Mobile-Device-Version,3,,octets,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by HS20-Mobile-Device-Version."
WiFi-Alliance,40808,HS20-Deauthentication-Request,4,,octets,,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by HS20-Deauthentication-Request; exact acceptance semantics require the vendor specification."
WiFi-Alliance,40808,HS20-Session-Information-URL,5,,octets,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by HS20-Session-Information-URL."
WiFi-Alliance,40808,HS20-Roaming-Consortium,6,,octets,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by HS20-Roaming-Consortium."
WiMAX,24757,WiMAX-802.1p,,28.11.9,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-802.1p."
WiMAX,24757,WiMAX-8021p,,28.11.10,byte,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-8021p."
WiMAX,24757,WiMAX-Age-Of-Location-Information,,156.6,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Age-Of-Location-Information."
WiMAX,24757,WiMAX-ASN-Ethernet-Service-Capabilities,,1.9,byte,3,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-ASN-Ethernet-Service-Capabilities."
WiMAX,24757,WiMAX-ASN-IP-Service-Capabilities,,1.5,byte,4,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-ASN-IP-Service-Capabilities."
WiMAX,24757,WiMAX-Authorized-Anchor-Locations,,1.8,byte,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Authorized-Anchor-Locations."
WiMAX,24757,WiMAX-Authorized-Ethernet-Services,,1.11,byte,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Authorized-Ethernet-Services."
WiMAX,24757,WiMAX-Classifer-Direction,,28.11.4,byte,5,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Classifer-Direction."
WiMAX,24757,WiMAX-Classifer-Priority,,28.11.2,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Classifer-Priority."
WiMAX,24757,WiMAX-Classifer-Protocol,,28.11.3,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Classifer-Protocol."
WiMAX,24757,WiMAX-Classifier,,28.11,tlv,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Classifier."
WiMAX,24757,WiMAX-Classifier-Direction,,28.11.4,byte,5,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Classifier-Direction."
WiMAX,24757,WiMAX-ClassifierID,,28.11.1,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-ClassifierID."
WiMAX,24757,WiMAX-Classifier-Priority,,28.11.2,byte,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Classifier-Priority."
WiMAX,24757,WiMAX-Classifier-Protocol,,28.11.3,byte,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Classifier-Protocol."
WiMAX,24757,WiMAX-Current-Location-Retrieved,,156.5,byte,1,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Current-Location-Retrieved."
WiMAX,24757,WiMAX-Destination-Assigned,,28.11.6.7,byte,3,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Destination-Assigned."
WiMAX,24757,WiMAX-Destination-Inverted,,28.11.6.6,byte,2,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Destination-Inverted."
WiMAX,24757,WiMAX-Destination-IPAddress,,28.11.6.1,ipaddr,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Destination-IPAddress."
WiMAX,24757,WiMAX-Destination-IPAddressMask,,28.11.6.3,combo-ip,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Destination-IPAddressMask."
WiMAX,24757,WiMAX-Destination-IPAddressRange,,28.11.6.2,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Destination-IPAddressRange."
WiMAX,24757,WiMAX-Destination-Port,,28.11.6.4,short,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Destination-Port."
WiMAX,24757,WiMAX-Destination-Port-Range,,28.11.6.5,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Destination-Port-Range."
WiMAX,24757,WiMAX-Destination-Specification,,28.11.6,tlv,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Destination-Specification."
WiMAX,24757,WiMAX-DGW-IPv4-addr,,29.17.6,ipaddr,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-DGW-IPv4-addr."
WiMAX,24757,WiMAX-DHCP-Option,,29.18,tlv,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-DHCP-Option."
WiMAX,24757,WiMAX-DHCP-Option-Container,,29.18.2,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-DHCP-Option-Container."
WiMAX,24757,WiMAX-E-UTRAN-Cell-Global-Identity,,156.1,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-E-UTRAN-Cell-Global-Identity."
WiMAX,24757,WiMAX-E-UTRAN-Vector,,145.1,tlv,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-E-UTRAN-Vector."
WiMAX,24757,WiMAX-E-UTRAN-Vector-AUTN,,145.1.4,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-E-UTRAN-Vector-AUTN."
WiMAX,24757,WiMAX-E-UTRAN-Vector-Item-Number,,145.1.1,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-E-UTRAN-Vector-Item-Number."
WiMAX,24757,WiMAX-E-UTRAN-Vector-KASME,,145.1.5,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-E-UTRAN-Vector-KASME."
WiMAX,24757,WiMAX-E-UTRAN-Vector-RAND,,145.1.2,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-E-UTRAN-Vector-RAND."
WiMAX,24757,WiMAX-E-UTRAN-Vector-XRES,,145.1.3,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-E-UTRAN-Vector-XRES."
WiMAX,24757,WiMAX-Geodetic-Information,,156.4,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Geodetic-Information."
WiMAX,24757,WiMAX-Geographical-Information,,156.3,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Geographical-Information."
WiMAX,24757,WiMAX-hDHCP-DHCP-RK,,86.3,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-hDHCP-DHCP-RK."
WiMAX,24757,WiMAX-hDHCP-DHCP-RK-Key-Id,,86.4,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-hDHCP-DHCP-RK-Key-Id."
WiMAX,24757,WiMAX-hDHCP-DHCP-RK-Lifetime,,86.5,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-hDHCP-DHCP-RK-Lifetime."
WiMAX,24757,WiMAX-hDHCP-DHCPv4-Address,,86.1,ipaddr,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-hDHCP-DHCPv4-Address."
WiMAX,24757,WiMAX-hDHCP-DHCPv6-Address,,86.2,ipv6addr,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-hDHCP-DHCPv6-Address."
WiMAX,24757,WiMAX-IMEI,,151.2,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-IMEI."
WiMAX,24757,WiMAX-Immediate-Response-Preferred,,144.2,integer,1,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-Immediate-Response-Preferred."
WiMAX,24757,WiMAX-IP-TOS/DSCP-Range-and-Mask,,28.11.7,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-IP-TOS/DSCP-Range-and-Mask."
WiMAX,24757,WiMAX-IP-TOS-DSCP-Range-and-Mask,,28.11.7,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-IP-TOS-DSCP-Range-and-Mask."
WiMAX,24757,WiMAX-IPv4-addr,,29.17.4,ipaddr,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-IPv4-addr."
WiMAX,24757,WiMAX-IPv4-Netmask,,29.17.5,ipaddr,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by WiMAX-IPv4-Netmask."
